21:35:41.142,8,RECEIVE,8,110
21:35:43.421,7,RECEIVE,10,164
21:35:44.991,5,RECEIVE,12,115
21:35:46.322,8,RECEIVE,13,136
21:35:47.433,5,RECEIVE,14,125
21:35:48.323,14,RECEIVE,15,123
21:35:49.224,7,RECEIVE,15,183
21:35:50.36,6,RECEIVE,16,99
21:35:50.834,2,RECEIVE,17,120
21:35:51.419,2,RECEIVE,17,111
21:35:52.40,13,RECEIVE,18,167
21:35:52.587,16,RECEIVE,19,153
21:35:53.226,7,RECEIVE,19,181
21:35:53.686,20,RECEIVE,20,92
21:35:54.231,18,RECEIVE,20,128
21:35:54.737,16,RECEIVE,20,103
21:35:55.140,16,RECEIVE,21,143
21:35:55.637,3,RECEIVE,21,175
21:35:56.3,20,RECEIVE,22,153
21:35:56.443,4,RECEIVE,22,168
21:35:56.849,15,RECEIVE,22,167
21:35:57.232,18,RECEIVE,23,104
21:35:57.641,21,RECEIVE,23,151
21:35:57.951,6,RECEIVE,23,109
21:35:58.332,1,RECEIVE,24,137
21:35:58.745,22,RECEIVE,24,156
21:35:59.48,22,RECEIVE,24,113
21:35:59.297,18,RECEIVE,25,181
21:35:59.741,18,RECEIVE,25,169
21:36:0.37,8,RECEIVE,25,172
21:36:0.241,22,RECEIVE,25,126
21:36:0.636,6,RECEIVE,26,166
21:36:0.941,6,RECEIVE,26,122
21:36:1.140,2,RECEIVE,26,158
21:36:1.462,2,RECEIVE,27,104
21:36:1.785,11,SEND,27,155
21:36:2.54,20,RECEIVE,27,170
21:36:2.253,5,RECEIVE,27,153
21:36:2.530,20,RECEIVE,28,130
21:36:2.855,22,RECEIVE,28,114
21:36:3.52,12,RECEIVE,28,112
21:36:3.332,12,RECEIVE,28,131
21:36:3.546,22,RECEIVE,28,182
21:36:3.796,2,RECEIVE,29,120
21:36:4.46,18,RECEIVE,29,146
21:36:4.238,12,RECEIVE,29,87
21:36:4.530,1,RECEIVE,29,121
21:36:4.772,8,RECEIVE,30,99
21:36:4.959,11,RECEIVE,30,181
21:36:5.160,13,RECEIVE,30,173
21:36:5.441,14,RECEIVE,30,123
21:36:5.637,3,RECEIVE,30,96
21:36:5.803,1,RECEIVE,31,171
21:36:6.21,13,RECEIVE,31,148
21:36:6.265,17,RECEIVE,31,185
21:36:6.459,12,RECEIVE,31,135
21:36:6.662,15,RECEIVE,31,124
21:36:6.862,14,RECEIVE,31,126
21:36:7.17,20,RECEIVE,32,115
21:36:7.245,11,RECEIVE,32,144
21:36:7.446,27,RECEIVE,32,99
21:36:7.670,25,RECEIVE,32,170
21:36:7.866,31,RECEIVE,32,158
21:36:8.51,20,RECEIVE,33,166
21:36:8.185,15,SEND,33,97
21:36:8.355,21,RECEIVE,33,145
21:36:8.552,11,RECEIVE,33,104
21:36:8.760,21,RECEIVE,33,90
21:36:8.964,4,RECEIVE,33,127
21:36:9.76,13,RECEIVE,33,165
21:36:9.278,5,RECEIVE,34,145
21:36:9.463,18,RECEIVE,34,157
21:36:9.656,19,RECEIVE,34,97
21:36:9.879,32,RECEIVE,34,128
21:36:9.966,12,RECEIVE,34,129
21:36:10.179,23,RECEIVE,34,176
21:36:10.267,5,RECEIVE,35,86
21:36:10.418,27,RECEIVE,35,125
21:36:10.664,20,RECEIVE,35,149
21:36:10.868,21,RECEIVE,35,164
21:36:10.948,14,RECEIVE,35,86
21:36:11.140,5,RECEIVE,35,164
21:36:11.251,13,RECEIVE,35,91
21:36:11.475,36,RECEIVE,36,120
21:36:11.611,5,RECEIVE,36,90
21:36:11.763,12,RECEIVE,36,94
21:36:11.978,29,RECEIVE,36,178
21:36:12.37,4,RECEIVE,36,151
21:36:12.177,32,RECEIVE,36,171
21:36:12.361,25,RECEIVE,36,159
21:36:12.455,34,RECEIVE,37,113
21:36:12.627,14,RECEIVE,37,115
21:36:12.875,26,RECEIVE,37,139
21:36:12.952,22,RECEIVE,37,168
21:36:13.76,25,RECEIVE,37,115
21:36:13.259,34,RECEIVE,37,128
21:36:13.368,5,RECEIVE,37,108
21:36:13.540,16,RECEIVE,38,161
21:36:13.725,35,RECEIVE,38,119
21:36:13.886,33,RECEIVE,38,98
21:36:13.959,2,RECEIVE,38,112
21:36:14.60,36,RECEIVE,38,132
21:36:14.243,31,RECEIVE,38,137
21:36:14.400,1,RECEIVE,38,174
21:36:14.477,4,RECEIVE,38,168
21:36:14.569,2,RECEIVE,38,134
21:36:14.789,1,SEND,39,114
21:36:14.883,36,RECEIVE,39,178
21:36:15.48,35,RECEIVE,39,163
21:36:15.168,15,RECEIVE,39,119
21:36:15.287,8,RECEIVE,39,143
21:36:15.451,39,RECEIVE,39,180
21:36:15.569,30,RECEIVE,39,174
21:36:15.655,13,RECEIVE,39,86
21:36:15.883,18,RECEIVE,40,163
21:36:15.953,4,RECEIVE,40,172
21:36:16.33,20,RECEIVE,40,153
21:36:16.169,39,RECEIVE,40,114
21:36:16.269,15,RECEIVE,40,115
21:36:16.455,40,RECEIVE,40,103
21:36:16.571,25,RECEIVE,40,179
21:36:16.685,26,RECEIVE,40,156
21:36:16.774,18,RECEIVE,40,163
21:36:16.888,2,RECEIVE,40,119
21:36:17.17,4,RECEIVE,40,143
21:36:17.171,16,RECEIVE,40,105
21:36:17.267,37,RECEIVE,40,110
21:36:17.388,29,RECEIVE,40,106
21:36:17.554,2,RECEIVE,40,108
21:36:17.668,26,RECEIVE,40,154
21:36:17.747,15,RECEIVE,40,101
21:36:17.887,32,SEND,40,100
21:36:18.13,2,RECEIVE,40,93
21:36:18.159,29,RECEIVE,40,136
21:36:18.247,30,RECEIVE,40,135
21:36:18.386,11,RECEIVE,40,161
21:36:18.482,36,RECEIVE,40,175
21:36:18.657,32,RECEIVE,40,162
21:36:18.785,34,RECEIVE,40,95
21:36:18.888,10,RECEIVE,40,178
21:36:18.977,30,RECEIVE,40,101
21:36:19.141,7,RECEIVE,40,135
21:36:19.261,13,RECEIVE,40,108
21:36:19.346,20,RECEIVE,40,88
21:36:19.480,33,RECEIVE,40,92
21:36:19.579,19,SEND,40,148
21:36:19.756,30,RECEIVE,40,160
21:36:19.838,5,RECEIVE,40,95
21:36:19.979,34,RECEIVE,40,144
21:36:20.70,21,RECEIVE,40,158
21:36:20.237,40,RECEIVE,40,117
21:36:20.345,17,RECEIVE,40,133
21:36:20.433,5,RECEIVE,40,125
21:36:20.562,27,RECEIVE,40,158
21:36:20.717,11,RECEIVE,40,139
21:36:20.856,27,RECEIVE,40,143
21:36:20.958,9,RECEIVE,40,92
21:36:21.42,29,RECEIVE,40,88
21:36:21.158,10,RECEIVE,40,128
21:36:21.351,33,RECEIVE,40,152
21:36:21.463,39,RECEIVE,40,111
21:36:21.544,30,RECEIVE,40,93
21:36:21.689,14,RECEIVE,40,137
21:36:21.845,21,RECEIVE,40,169
21:36:21.947,26,RECEIVE,40,161
21:36:22.68,19,RECEIVE,40,105
21:36:22.163,30,RECEIVE,40,152
21:36:22.290,22,RECEIVE,40,89
21:36:22.463,34,RECEIVE,40,129
21:36:22.555,13,RECEIVE,40,171
21:36:22.657,2,RECEIVE,40,173
21:36:22.768,18,RECEIVE,40,98
21:36:22.932,10,RECEIVE,40,140
21:36:23.71,25,RECEIVE,40,89
21:36:23.162,32,RECEIVE,40,93
21:36:23.265,36,RECEIVE,40,90
21:36:23.385,17,SEND,40,80
21:36:23.550,1,RECEIVE,40,185
21:36:23.675,15,RECEIVE,40,174
21:36:23.777,2,RECEIVE,40,86
21:36:23.962,30,RECEIVE,40,104
21:36:24.43,3,RECEIVE,40,164
21:36:24.148,6,RECEIVE,40,108
21:36:24.261,4,RECEIVE,40,179
21:36:24.391,38,RECEIVE,40,105
21:36:24.541,16,RECEIVE,40,129
21:36:24.654,32,RECEIVE,40,130
21:36:24.756,13,RECEIVE,40,91
21:36:24.854,15,RECEIVE,40,94
21:36:24.975,12,RECEIVE,40,106
21:36:25.177,36,RECEIVE,40,179
21:36:25.255,19,RECEIVE,40,145
21:36:25.347,5,RECEIVE,40,111
21:36:25.456,35,RECEIVE,40,155
21:36:25.612,2,RECEIVE,40,99
21:36:25.754,31,RECEIVE,40,183
21:36:25.859,1,RECEIVE,40,147
21:36:25.985,14,RECEIVE,40,172
21:36:26.67,23,RECEIVE,40,90
21:36:26.233,4,RECEIVE,40,152
21:36:26.361,17,RECEIVE,40,122
21:36:26.450,12,RECEIVE,40,115
21:36:26.585,29,RECEIVE,40,157
21:36:26.731,3,RECEIVE,40,100
21:36:26.868,33,RECEIVE,40,101
21:36:26.950,13,RECEIVE,40,131
21:36:27.74,8,RECEIVE,40,171
21:36:27.177,5,SEND,40,149
21:36:27.383,1,RECEIVE,40,127
21:36:27.456,9,RECEIVE,40,182
21:36:27.546,1,RECEIVE,40,93
21:36:27.670,31,RECEIVE,40,100
